Postion|$|title|$|website|$|location|$|rating|$|reviews|$|hourlyRate|$|miniProjSize|$|empSize
122|$|ChopDawg.com|$|https://www.chopdawg.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Philadelphia, PA|$|4.9|$|67 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
123|$|Groovy Technoweb Pvt. Ltd.|$|https://www.groovyweb.co/?utm_source=clutch.co&utm_medium=referral&utm_campaign=mobile-application-developers|$|Nadiad, India|$|4.9|$|41 reviews|$|< $25 / hr|$|$5,000+|$|50 - 249
124|$|RootQuotient|$|https://rootquotient.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory-mobile-application-developers|$|Toronto, Canada|$|5.0|$|24 reviews|$|$50 - $99 / hr|$|$10,000+|$|50 - 249
125|$|Red Foundry|$|http://www.redfoundry.com/?utm_source=clutch.co&utm_medium=referral|$|Chicago, IL|$|4.9|$|31 reviews|$|$150 - $199 / hr|$|$50,000+|$|10 - 49
126|$|9series Inc|$|http://www.9series.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory-mobile-application-developers|$|Bellevue, WA|$|4.8|$|34 reviews|$|$25 - $49 / hr|$|$10,000+|$|50 - 249
127|$|Digiryte|$|https://digiryte.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Manchester, United Kingdom|$|4.7|$|40 reviews|$|$50 - $99 / hr|$|$25,000+|$|50 - 249
128|$|Appetiser|$|https://appetiser.com.au/?utm_source=clutch&utm_medium=referral&utm_campaign=intl-app-developers|$|Richmond, Australia|$|4.7|$|15 reviews|$|Undisclosed|$|$10,000+|$|50 - 249
129|$|Orangesoft|$|https://orangesoft.co/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory-mobile-application-developers|$|San Francisco, CA|$|5.0|$|28 reviews|$|$25 - $49 / hr|$|$25,000+|$|50 - 249
130|$|Empat|$|https://empat.tech/?utm_source=referral&utm_medium=platform&utm_campaign=Clutch-directory-mobile-application-developers|$|Kyiv, Ukraine|$|5.0|$|53 reviews|$|$25 - $49 / hr|$|$25,000+|$|50 - 249
131|$|10Pearls|$|https://www.10pearls.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory-mobile-application-developers|$|Washington, DC|$|4.9|$|29 reviews|$|$25 - $49 / hr|$|$50,000+|$|1,000 - 9,999
132|$|FiveDotTwelve|$|https://fivedottwelve.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory-mobile-application-developers|$|Łódź, Poland|$|4.9|$|24 reviews|$|$50 - $99 / hr|$|$25,000+|$|10 - 49
133|$|Dogtown Media|$|https://www.dogtownmedia.com/?utm_source=clutch&utm_medium=referral|$|Los Angeles, CA|$|4.9|$|29 reviews|$|$100 - $149 / hr|$|$25,000+|$|10 - 49
134|$|Wve Labs|$|https://wvelabs.com/?utm_source=clutch.co&utm_medium=la_listing&utm_campaign=app-dev|$|Newport Beach, CA|$|5.0|$|19 reviews|$|$50 - $99 / hr|$|$10,000+|$|50 - 249
135|$|Netsells Group|$|https://www.netsells.co.uk?utm_source=clutch&utm_medium=referral&utm_campaign=profile|$|York, United Kingdom|$|4.9|$|26 reviews|$|$100 - $149 / hr|$|$50,000+|$|50 - 249
136|$|Net Solutions|$|http://www.netsolutions.com/clutch?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Chandigarh, India|$|4.8|$|42 reviews|$|$25 - $49 / hr|$|$10,000+|$|250 - 999
137|$|EB Pearls|$|https://ebpearls.com.au/mobile-app-developer-sydney/|$|Sydney, Australia|$|4.9|$|17 reviews|$|$25 - $49 / hr|$|$25,000+|$|50 - 249
138|$|Light IT Global|$|https://light-it.net/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Zaporizhzhia, Ukraine|$|4.9|$|33 reviews|$|$25 - $49 / hr|$|$25,000+|$|50 - 249
139|$|Gorilla Logic|$|https://gorillalogic.com/?utm_campaign=Clutch&utm_source=clutch.co&utm_medium=referral|$|Broomfield, CO|$|4.9|$|17 reviews|$|$50 - $99 / hr|$|$250,000+|$|250 - 999
140|$|Zazz|$|https://www.zazz.io/?utm_source=clutch.co&utm_medium=referral&utm_campaign=top-mobile-app-development-companies|$|Seattle, WA|$|5.0|$|13 reviews|$|$50 - $99 / hr|$|$25,000+|$|10 - 49
141|$|Softblues|$|https://softblues.io/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|London, United Kingdom|$|5.0|$|22 reviews|$|$25 - $49 / hr|$|$5,000+|$|50 - 249
142|$|Bluegrass Digital|$|http://www.bluegrassdigital.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Cape Town, South Africa|$|4.5|$|16 reviews|$|$50 - $99 / hr|$|$10,000+|$|10 - 49
143|$|Apzumi|$|http://www.apzumi.com/?utm_source=clutch.co&utm_medium=referral|$|Poznań, Poland|$|5.0|$|22 reviews|$|$50 - $99 / hr|$|$10,000+|$|50 - 249
144|$|Enkonix|$|https://enkonix.com/?utm_source=clutch.co&utm_medium=referral|$|New York, NY|$|5.0|$|17 reviews|$|$100 - $149 / hr|$|$10,000+|$|50 - 249
145|$|Confianz Global, Inc|$|https://www.confianzit.com/mobile-app-development/?utm_source=clutch.co&utm_medium=referral&utm_campaign=mobile-application-developers|$|Charlotte, NC|$|4.8|$|38 reviews|$|$25 - $49 / hr|$|$5,000+|$|50 - 249
146|$|ROCKETECH|$|https://www.rocketech.it/?utm_source=clutch.co&utm_medium=referral&utm_campaign=mobile-application-developers|$|Kyiv, Ukraine|$|4.8|$|33 reviews|$|$25 - $49 / hr|$|$5,000+|$|50 - 249
147|$|Slingshot|$|http://www.yslingshot.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Louisville, KY|$|4.9|$|10 reviews|$|$100 - $149 / hr|$|$75,000+|$|50 - 249
148|$|247 Labs Inc.|$|https://247labs.com/?utm_source=clutch&utm_medium=referral|$|Toronto, Canada|$|4.8|$|61 reviews|$|$50 - $99 / hr|$|$5,000+|$|10 - 49
149|$|The Distance App Developers|$|https://thedistance.co.uk/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory-mobile-application-developers|$|London, United Kingdom|$|4.7|$|28 reviews|$|$100 - $149 / hr|$|$75,000+|$|10 - 49
150|$|ClearSummit|$|http://clearsummit.com/?utm_source=clutch&utm_medium=referral|$|Santa Monica, CA|$|5.0|$|22 reviews|$|$150 - $199 / hr|$|$25,000+|$|10 - 49
151|$|Koombea|$|http://www.koombea.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory-mobile-application-developers|$|Doral, FL|$|4.8|$|20 reviews|$|Undisclosed|$|$50,000+|$|50 - 249
152|$|SPD Group|$|https://spd.group/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|London, United Kingdom|$|4.8|$|13 reviews|$|$25 - $49 / hr|$|$50,000+|$|250 - 999
153|$|Anadea|$|https://anadea.info/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Alicante (Alacant), Spain|$|4.8|$|28 reviews|$|$50 - $99 / hr|$|$10,000+|$|50 - 249
154|$|PowerGate Software|$|https://powergatesoftware.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Hanoi, Vietnam|$|5.0|$|22 reviews|$|Undisclosed|$|$10,000+|$|1,000 - 9,999
155|$|Yugasa Software Labs|$|https://yugasa.com/app-developers-in-india/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory-mobile-application-developers|$|Gurugram, India|$|4.8|$|22 reviews|$|< $25 / hr|$|$10,000+|$|50 - 249
156|$|Zudu|$|https://zudu.co.uk/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory-mobile-application-developers|$|Dundee, United Kingdom|$|5.0|$|21 reviews|$|$50 - $99 / hr|$|$10,000+|$|10 - 49
157|$|RIKSOF|$|http://www.riksof.com/?utm_source=clutch.co|$|Middletown, DE|$|4.7|$|12 reviews|$|$25 - $49 / hr|$|$25,000+|$|50 - 249
158|$|TrianglZ|$|http://www.trianglz.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Alexandria, Egypt, Egypt|$|5.0|$|17 reviews|$|$25 - $49 / hr|$|$50,000+|$|50 - 249
159|$|Modus Create|$|https://moduscreate.com/contact/?utm_source=clutch.co&utm_medium=referral|$|Reston, VA|$|4.9|$|5 reviews|$|Undisclosed|$|$25,000+|$|250 - 999
160|$|MobileCoderz Technologies Pvt Ltd|$|https://mobilecoderz.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory-mobile-application-developers|$|Carson City,, NV|$|4.7|$|35 reviews|$|< $25 / hr|$|$5,000+|$|50 - 249
161|$|Kellton|$|http://www.kelltontech.com/?utm_source=clutch.co&utm_medium=referral|$|Reston, VA|$|4.6|$|18 reviews|$|$25 - $49 / hr|$|$50,000+|$|1,000 - 9,999
162|$|Specno|$|https://specno.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory-mobile-application-developers|$|Cape Town, South Africa|$|5.0|$|16 reviews|$|$50 - $99 / hr|$|$5,000+|$|10 - 49
163|$|intent|$|https://withintent.com/?utm_campaign=clutch_general&utm_source=clutch&utm_medium=profile_link&utm_content=clutch_profile_cta|$|Warszawa, Poland|$|4.9|$|27 reviews|$|$50 - $99 / hr|$|$10,000+|$|50 - 249
164|$|Rantmedia|$|http://www.rantmedia.com/?utm_source=clutch.co&utm_medium=referral|$|Cardiff, United Kingdom|$|5.0|$|14 reviews|$|$100 - $149 / hr|$|$100,000+|$|10 - 49
165|$|AppStudio|$|https://appstudio.ca/?utm_source=clutch.co&utm_medium=referral&utm_campaign=top-mobile-app-development-companies|$|Toronto, Canada|$|4.8|$|17 reviews|$|$50 - $99 / hr|$|$25,000+|$|10 - 49
166|$|Sonin App Development|$|https://sonin.agency/?utm_source=clutch.co&utm_medium=referral&utm_campaign=uk-app-developers|$|Reigate, United Kingdom|$|4.9|$|21 reviews|$|$100 - $149 / hr|$|$50,000+|$|50 - 249
167|$|The BHW Group|$|https://thebhwgroup.com/?utm_source=clutch.co&utm_medium=referral|$|Austin, TX|$|5.0|$|21 reviews|$|$100 - $149 / hr|$|$50,000+|$|10 - 49
168|$|Brightec|$|http://www.brightec.co.uk?utm_source=clutch.co&utm_medium=referral|$|Shoreham, United Kingdom|$|4.9|$|20 reviews|$|$100 - $149 / hr|$|$25,000+|$|10 - 49
169|$|ScienceSoft|$|https://www.scnsoft.com/|$|McKinney, TX|$|4.8|$|35 reviews|$|$50 - $99 / hr|$|$5,000+|$|250 - 999
170|$|App Makers LA|$|http://www.AppMakersLA.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Los Angeles, CA|$|5.0|$|20 reviews|$|$50 - $99 / hr|$|$10,000+|$|2 - 9
171|$|Exploding Phone|$|http://www.explodingphone.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Alvechurch, United Kingdom|$|4.8|$|22 reviews|$|$100 - $149 / hr|$|$10,000+|$|2 - 9
172|$|Closeloop Technologies|$|https://closeloop.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Mountain View, CA|$|5.0|$|24 reviews|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
173|$|Diffco|$|https://diffco.us/page/mobile-2/?utm_source=clutch.co&utm_medium=referral&utm_campaign=mobile-application-developers|$|Sunnyvale, CA|$|5.0|$|12 reviews|$|$50 - $99 / hr|$|$25,000+|$|10 - 49
174|$|AppIt Ventures|$|https://appitventures.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Denver, CO|$|5.0|$|22 reviews|$|$100 - $149 / hr|$|$25,000+|$|10 - 49
175|$|iTechArt Group|$|https://www.itechart.com/?utm_source=clutch&utm_medium=referral&utm_campaign=mobile-application-developers|$|New York, NY|$|4.9|$|49 reviews|$|$50 - $99 / hr|$|$25,000+|$|1,000 - 9,999
176|$|InApps Technology|$|https://inapps.net/?utm_source=clutch.co/&utm_medium=referral&utm_campaign=directory-mobile-application-developers|$|Ho Chi Minh, Vietnam|$|4.8|$|17 reviews|$|$25 - $49 / hr|$|$25,000+|$|50 - 249
177|$|Software Mind|$|http://softwaremind.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Kraków, Poland|$|4.9|$|19 reviews|$|$50 - $99 / hr|$|$100,000+|$|1,000 - 9,999
178|$|CSHARK|$|https://cshark.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Wrocław, Poland|$|4.9|$|18 reviews|$|$50 - $99 / hr|$|$25,000+|$|250 - 999
179|$|Fortnight|$|https://www.fortnight.studio/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|London, United Kingdom|$|4.7|$|31 reviews|$|$100 - $149 / hr|$|$10,000+|$|2 - 9
180|$|Trigma|$|https://trigma.com/|$|Las Vegas, NV|$|5.0|$|71 reviews|$|< $25 / hr|$|$5,000+|$|50 - 249
181|$|AppZoro Technologies, Inc.|$|https://appzoro.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Atlanta, GA|$|4.7|$|19 reviews|$|$50 - $99 / hr|$|$50,000+|$|10 - 49
182|$|Stakk|$|https://stakk.co.uk/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|London, United Kingdom|$|4.9|$|19 reviews|$|$50 - $99 / hr|$|$50,000+|$|10 - 49
183|$|Intelivita|$|http://www.intelivita.co.uk/?utm_source=clutch&utm_medium=referral|$|Leeds, United Kingdom|$|4.8|$|30 reviews|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
184|$|VOLO|$|http://volo.global/?utm_source=clutch&utm_medium=referral&utm_campaign=mobile-app-developers-global|$|Yerevan, Armenia|$|5.0|$|7 reviews|$|$25 - $49 / hr|$|$25,000+|$|250 - 999
185|$|Exelor|$|https://exelor.net/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory-mobile-application-developers|$|Kharkiv, Ukraine|$|5.0|$|6 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
186|$|Vincit|$|https://vincit.com/?utm_source=clutch.co&utm_medium=referral|$|Irvine, CA|$|4.8|$|25 reviews|$|$150 - $199 / hr|$|$50,000+|$|250 - 999
187|$|ITMAGINATION|$|https://www.itmagination.com/clients?utm_source=clutch.co&utm_medium=referral&utm_campaign=mobile-application-developers|$|Warszawa, Poland|$|4.6|$|8 reviews|$|$50 - $99 / hr|$|$25,000+|$|250 - 999
188|$|B2C InfoSolutions|$|https://www.b2cinfosolutions.com/top-ranked-mobile-app-development-firm-clutch/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Noida, India|$|5.0|$|9 reviews|$|< $25 / hr|$|$5,000+|$|50 - 249
189|$|Codewave Technologies|$|https://www.codewave.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Bengaluru, India|$|4.8|$|17 reviews|$|< $25 / hr|$|$10,000+|$|50 - 249
190|$|App Maisters Inc.|$|https://www.appmaisters.com/?utm_source=clutch+&utm_medium=clutch+&utm_id=home+|$|Sugar Land, TX|$|5.0|$|13 reviews|$|$50 - $99 / hr|$|$5,000+|$|10 - 49
191|$|Mindtech Apps|$|https://mindtechapps.com/|$|Budapest, Hungary|$|5.0|$|7 reviews|$|$50 - $99 / hr|$|$25,000+|$|10 - 49
192|$|Lizard Global|$|https://lizard.global/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Rotterdam, Netherlands|$|4.9|$|35 reviews|$|$50 - $99 / hr|$|$10,000+|$|10 - 49
193|$|Corporation Pop|$|http://www.corporationpop.co.uk|$|Manchester, United Kingdom|$|4.9|$|15 reviews|$|$100 - $149 / hr|$|$25,000+|$|10 - 49
194|$|Geekbears|$|https://geekbears.com/|$|San Francisco, CA|$|4.9|$|19 reviews|$|$50 - $99 / hr|$|$50,000+|$|10 - 49
195|$|KitelyTech|$|https://kitelytech.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Chicago, IL|$|4.9|$|23 reviews|$|Undisclosed|$|$25,000+|$|50 - 249
196|$|Praxent|$|https://praxent.com?utm_source=clutch.co&utm_medium=referral|$|Austin, TX|$|4.8|$|60 reviews|$|$50 - $99 / hr|$|$25,000+|$|50 - 249
197|$|RipenApps|$|https://ripenapps.com/?utm_source=clutch.co&utm_medium=referral|$|Noida, India|$|4.8|$|32 reviews|$|$25 - $49 / hr|$|$10,000+|$|50 - 249
198|$|Interexy|$|http://interexy.com/?utm_source=clutch.co&utm_medium=catalog&utm_campaign=app-developers|$|Lauderdale-by-the-Sea, FL|$|4.9|$|29 reviews|$|$50 - $99 / hr|$|$10,000+|$|50 - 249
199|$|Attract Group|$|https://attractgroup.com/?utm_source=clutch.co&utm_medium=cpc&utm_campaign=profile-page|$|Odesa, Ukraine|$|5.0|$|29 reviews|$|$25 - $49 / hr|$|$25,000+|$|50 - 249
200|$|Semaphore Mobile|$|https://www.semaphoremobile.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Plano, TX|$|5.0|$|12 reviews|$|$50 - $99 / hr|$|Undisclosed|$|10 - 49
201|$|Cultivate|$|https://cultivatebrands.com/?utm_source=clutch&utm_medium=referral|$|Chicago, IL|$|4.9|$|20 reviews|$|$150 - $199 / hr|$|$25,000+|$|10 - 49
202|$|Five Pack|$|https://fivepackcreative.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Frisco, TX|$|5.0|$|12 reviews|$|$150 - $199 / hr|$|$25,000+|$|50 - 249
203|$|Thumbmunkeys Ltd|$|http://www.thumbmunkeys.com/?utm_source=clutch.co&utm_medium=referral|$|York, United Kingdom|$|4.8|$|20 reviews|$|$25 - $49 / hr|$|$25,000+|$|2 - 9
204|$|CubeZoo|$|https://www.cubezoo.co.za/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Randburg, South Africa|$|5.0|$|16 reviews|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
205|$|CognitiveClouds|$|https://www.cognitiveclouds.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory-mobile-application-developers|$|Fremont, CA|$|4.6|$|21 reviews|$|$25 - $49 / hr|$|$50,000+|$|50 - 249
206|$|iteo|$|https://iteo.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory-mobile-application-developers|$|Katowice, Poland|$|4.8|$|20 reviews|$|$50 - $99 / hr|$|$10,000+|$|50 - 249
207|$|KindGeek|$|http://kindgeek.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=mobile-app-developers|$|L'viv, Ukraine|$|4.8|$|50 reviews|$|$50 - $99 / hr|$|$50,000+|$|50 - 249
208|$|Appify|$|https://appify.digital/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Tullamore, Ireland|$|5.0|$|6 reviews|$|Undisclosed|$|$10,000+|$|10 - 49
209|$|Simform|$|https://www.simform.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Orlando, FL|$|5.0|$|32 reviews|$|$25 - $49 / hr|$|$25,000+|$|250 - 999
210|$|IT CRAFT|$|https://itechcraft.com/?utm_source=clutch.co&utm_medium=referral|$|Berlin, Germany|$|4.8|$|38 reviews|$|$50 - $99 / hr|$|$10,000+|$|250 - 999
211|$|Indus Net Technologies Pvt. Ltd.|$|https://www.indusnet.co.in/lp/clutch/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Kolkata, India|$|4.9|$|32 reviews|$|$25 - $49 / hr|$|$5,000+|$|250 - 999
212|$|App & Flow|$|http://www.appandflow.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Bromont, Canada|$|4.8|$|8 reviews|$|$100 - $149 / hr|$|$50,000+|$|2 - 9
213|$|Waracle|$|https://waracle.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|London, United Kingdom|$|4.7|$|28 reviews|$|$150 - $199 / hr|$|$100,000+|$|50 - 249
214|$|Osedea|$|https://osedea.com/?utm_source=clutch&utm_medium=websitelink&utm_campaign=profile|$|Montreal, Canada|$|4.8|$|14 reviews|$|$100 - $149 / hr|$|$50,000+|$|50 - 249
215|$|Vrinsoft Technology|$|https://www.vrinsofts.com/|$|Ahmedabad, India|$|5.0|$|11 reviews|$|< $25 / hr|$|$10,000+|$|50 - 249
216|$|Shakuro|$|https://shakuro.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory-mobile-application-developers|$|Dubai, United Arab Emirates|$|5.0|$|43 reviews|$|$25 - $49 / hr|$|$10,000+|$|50 - 249
217|$|SEM Nexus|$|https://semnexus.com/?utm_source=Clutch&utm_medium=CPC&utm_campaign=Clutch|$|New York, NY|$|4.8|$|37 reviews|$|$50 - $99 / hr|$|$10,000+|$|10 - 49
218|$|Chromedia|$|https://www.chromedia.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Lakewood, CO|$|4.9|$|7 reviews|$|$25 - $49 / hr|$|$50,000+|$|50 - 249
219|$|Simpalm|$|http://www.simpalm.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory-mobile-application-developers|$|North Bethesda, MD|$|4.8|$|26 reviews|$|Undisclosed|$|$10,000+|$|10 - 49
220|$|Otrofy Inc.|$|https://otrofy.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Toronto, Canada|$|5.0|$|6 reviews|$|$50 - $99 / hr|$|$10,000+|$|2 - 9
221|$|Sidekick Interactive|$|http://www.sidekickinteractive.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Montréal, Canada|$|4.5|$|5 reviews|$|$100 - $149 / hr|$|$50,000+|$|10 - 49
222|$|Vog App Developers|$|https://info.vogappdevelopers.com/clutch/?utm_source=clutch&utm_medium=referral&utm_campaign=organic&utm_id=clutch|$|Calgary, Canada|$|4.8|$|39 reviews|$|$100 - $149 / hr|$|$75,000+|$|50 - 249
223|$|WeSoftYou|$|https://wesoftyou.com/clutch/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Kyiv, Ukraine|$|5.0|$|18 reviews|$|$25 - $49 / hr|$|$25,000+|$|50 - 249
224|$|Silverchip|$|https://www.silverchip.com/?utm_source=clutch.co&utm_medium=referral|$|Manchester, United Kingdom|$|4.8|$|3 reviews|$|$100 - $149 / hr|$|$50,000+|$|10 - 49
225|$|Lickability|$|https://lickability.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|New York, NY|$|4.9|$|12 reviews|$|$200 - $300 / hr|$|$25,000+|$|2 - 9
226|$|KDG|$|https://kyledavidgroup.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory-mobile-application-developers|$|Allentown, PA|$|4.9|$|28 reviews|$|$150 - $199 / hr|$|$5,000+|$|10 - 49
227|$|TowerHouse Studio|$|https://www.towerhousestudio.com/top-react-native-developers|$|Miami, FL|$|4.9|$|14 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
228|$|Voypost|$|https://go.voypost.com/home_clutch/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Kyiv, Ukraine|$|5.0|$|14 reviews|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
229|$|Xenia Tech|$|https://xenia.tech/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory-mobile-application-developers|$|Da Nang, Vietnam|$|4.9|$|12 reviews|$|$25 - $49 / hr|$|$25,000+|$|50 - 249
230|$|Space-O Technologies|$|https://www.spaceotechnologies.com/mobile-app-development/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory-mobile-application-developers|$|Ahmedabad, India|$|4.8|$|50 reviews|$|$25 - $49 / hr|$|$25,000+|$|50 - 249
231|$|Guaraná Technologies|$|https://www.guarana-technologies.com/?utm_source=clutch.co&utm_medium=referral|$|Toronto, Canada|$|4.8|$|16 reviews|$|$100 - $149 / hr|$|$10,000+|$|10 - 49
